NORAD ID,Name,International Code,launch date ,Period (minutes),Status,Beacon (MHz),Category,magnitude,PRN,Longitude,SV,isFavourite
27844,CUTE-1,2003-031E,,101.3,Active,436.838,Amateur radio,,,,,
27842,DTUSAT,2003-031C,,101.3,Inactive,437.475,Amateur radio,,,,,
27607,SAUDISAT 1CÊÊCÊ,2002-058C,,97.6,Active,,Amateur radio,,,,,
27605,RUBIN 2ÊÊCÊ,2002-058A,,97.6,Inactive,145.825,Amateur radio,,,,,
27422,IDEFIX/ARIANE 42P,2002-021B,,100.8,Inactive,145.84,Amateur radio,,,,,
27422,IDEFIX/ARIANE 42P,2002-021B,,100.8,Inactive,435.27,Amateur radio,,,,,
26932,SAPPHIREÊÊCÊ,2001-043D,,100.7,Inactive,437.1,Amateur radio,,,,,
26931,PCSATÊÊCÊ,2001-043C,,100.7,Active,145.827,Amateur radio,,,,,
26931,PCSATÊÊCÊ,2001-043C,,100.7,Active,145.827,Amateur radio,,,,,
26931,PCSAT,2001-043C,,100.7,Inactive,144.39,Amateur radio,,,,,
26931,PCSAT,2001-043C,,100.7,Inactive,144.39,Amateur radio,,,,,
26609,AMSAT OSCAR 40,2000-072B,,1146.6,Inactive,2401.323,Amateur radio,,,,,
26549,SAUDISAT 1B,2000-057E,,97.1,Inactive,436.075,Amateur radio,,,,,
26548,TIUNGSAT 1ÊÊCÊ,2000-057D,,96.7,Inactive,437.325,Amateur radio,,,,,
26545,SAUDISAT 1A,2000-057A,,97,Inactive,436.775,Amateur radio,,,,,
26065,ASUSATÊÊCÊ,2000-004E,,100.2,Inactive,,Amateur radio,,,,,
26063,OPAL,2000-004C,,100.2,Inactive,437.1,Amateur radio,,,,,
26061,JAWSATÊÊCÊ,2000-004A,,99.9,Inactive,,Amateur radio,,,,,
25693,OSCAR 36 (UOSAT 12)ÊÊCÊ,1999-021A,,97.2,Inactive,437.4,Amateur radio,,,,,
25636,SUNSATÊÊCÊ,1999-008C,,99.7,Inactive,145.825,Amateur radio,,,,,
25544,SPACE STATIONÊÊCÊ,1998-067A,,92.7,Active,,Amateur radio,,,,,
25544,SPACE STATIONÊÊCÊ,1998-067A,,92.7,Inactive,,Amateur radio,,,,,
25544,SPACE STATIONÊÊCÊ,1998-067A,,92.7,Inactive,,Amateur radio,,,,,
25544,SPACE STATIONÊÊCÊ,1998-067A,,92.7,Inactive,,Amateur radio,,,,,
25544,SPACE STATIONÊÊCÊ,1998-067A,,92.7,Inactive,,Amateur radio,,,,,
25544,SPACE STATIONÊÊCÊ,1998-067A,,92.7,Inactive,,Amateur radio,,,,,
25520,PAN SATÊÊCÊ,1998-064B,,94.2,Inactive,,Amateur radio,,,,,
25509,SEDSAT 1,1998-061B,,100.7,Inactive,437.91,Amateur radio,,,,,
25399,SAFIR 2,1998-043F,,101.1,Inactive,2401.9,Amateur radio,,,,,
25397,TECHSAT 1BÊÊCÊ,1998-043D,,101.1,Active,435.325,Amateur radio,,,,,
25396,TMSATÊÊCÊ,1998-043C,,101.1,Inactive,436.925,Amateur radio,,,,,
25338,NOAA 15,1998-030A,,101,Weather Sat,,Amateur radio,,,,,
24278,JAS 2 (FO-29)ÊÊCÊ,1996-046B,,106.4,Active,435.795,Amateur radio,,,,,
24278,JAS 2 (FO-29)ÊÊCÊ,1996-046B,,106.4,Inactive,,Amateur radio,,,,,
23439,RADIO ROSTO,1994-085A,,127.7,Active,,Amateur radio,,,,,
22829,POSAT 1ÊÊCÊ,1993-061G,,100.6,Inactive,,Amateur radio,,,,,
22828,KITSAT 2ÊÊCÊ,1993-061F,,100.7,Inactive,436.5,Amateur radio,,,,,
22826,ITAMSATÊÊCÊ,1993-061D,,100.7,Active,435.791,Amateur radio,,,,,
22825,EYESAT-1ÊÊCÊ,1993-061C,,100.7,Inactive,436.795,Amateur radio,,,,,
22654,ARSENE,1993-031B,,1012.6,Inactive,2446.54,Amateur radio,,,,,
22077,OSCAR 23 (KITSAT 1)ÊÊCÊ,1992-052B,,111.9,Inactive,435.175,Amateur radio,,,,,
21575,OSCAR 22 (UoSAT 5)ÊÊCÊ,1991-050B,,99.9,Inactive,435.12,Amateur radio,,,,,
21089,COSMOS 2123ÊÊCÊ,1991-007A,,104.8,Inactive,29.408,Amateur radio,,,,,
21089,COSMOS 2123ÊÊCÊ,1991-007A,,104.8,Inactive,145.862,Amateur radio,,,,,
21089,COSMOS 2123,1991-007A,,104.8,Inactive,,Amateur radio,,,,,
21089,COSMOS 2123,1991-007A,,104.8,Inactive,,Amateur radio,,,,,
20480,JAS 1B (FUJI 2)ÊÊCÊ,1990-013C,,112.2,Inactive,435.795,Amateur radio,,,,,
20480,JAS 1B (FUJI 2)ÊÊCÊ,1990-013C,,112.2,Inactive,,Amateur radio,,,,,
20442,OSCAR 19 (LUSAT)ÊÊCÊ,1990-005G,,100.5,Active,437.125,Amateur radio,,,,,
20441,OSCAR 18 (WEBERSAT),1990-005F,,100.5,Inactive,,Amateur radio,,,,,
20440,OSCAR 17 (DOVE),1990-005E,,100.5,Inactive,2401.22,Amateur radio,,,,,
20439,OSCAR 16 (PACSAT)ÊÊCÊ,1990-005D,,100.5,Inactive,,Amateur radio,,,,,
20439,OSCAR 16 (PACSAT)ÊÊCÊ,1990-005D,,100.5,Inactive,2401.143,Amateur radio,,,,,
20438,OSCAR 15 (UOSAT 4),1990-005C,,100.6,Reentered,435.12,Amateur radio,,,,,
20437,OSCAR 14 (UOSAT 3)ÊÊCÊ,1990-005B,,100.5,Inactive,,Amateur radio,,,,,
16909,JAS 1 (FUJI 1)ÊÊCÊ,1986-061B,,115.7,Inactive,,Amateur radio,,,,,
16909,JAS 1 (FUJI 1)ÊÊCÊ,1986-061B,,115.7,Inactive,435.795,Amateur radio,,,,,
14781,OSCAR 11 (UoSAT 2),1984-021B,,97.1,Active,2401.5,Amateur radio,,,,,
14129,OSCAR 10ÊÊCÊ,1983-058B,,699.5,Inactive,145.81,Amateur radio,,,,,
13002,RADIO 6,1981-120F,,118.6,Inactive,,Amateur radio,,,,,
13001,RADIO 7,1981-120E,,119.1,Inactive,,Amateur radio,,,,,
13000,RADIO 4,1981-120D,,119.3,Inactive,,Amateur radio,,,,,
12999,RADIO 5,1981-120C,,119.5,Inactive,,Amateur radio,,,,,
12998,RADIO 8,1981-120B,,119.7,Inactive,,Amateur radio,,,,,
12997,RADIO 3,1981-120A,,118.4,Inactive,,Amateur radio,,,,,
11086,RADIO 2,1978-100C,,120.3,Inactive,,Amateur radio,,,,,
11085,RADIO 1,1978-100B,,120.3,Inactive,,Amateur radio,,,,,
10703,OSCAR 8ÊÊCÊ,1978-026B,,102.9,Inactive,29.402,Amateur radio,,,,,
10703,OSCAR 8ÊÊCÊ,1978-026B,,102.9,Inactive,435.095,Amateur radio,,,,,
7530,OSCAR 7ÊÊCÊ,1974-089B,,114.9,Active,29.502,Amateur radio,,,,,
7530,OSCAR 7ÊÊCÊ,1974-089B,,114.9,Active,145.97,Amateur radio,,,,,
7530,OSCAR 7,1974-089B,,114.9,Inactive,435.1,Amateur radio,,,,,
6236,OSCAR 6ÊÊCÊ,1972-082B,,114.9,Inactive,435.1,Amateur radio,,,,,
4321,OSCAR 5,1970-008B,,115,Inactive,144.05,Amateur radio,,,,,
1293,OSCAR 3ÊÊCÊ,1965-016F,,102.4,Inactive,,Amateur radio,,,,,
43707,BEIDOU 3M18,2018-093B,11/18/2018,784.7,,,Beidou Navigation System,,,,,
43706,BEIDOU 3M17,2018-093A,11/18/2018,787,,,Beidou Navigation System,,,,,
43683,BEIDOU 3G1,2018-085A,11/01/2018,1436.1,,,Beidou Navigation System,,,,,
43648,BEIDOU 3M16,2018-078B,10/15/2018,773.2,,,Beidou Navigation System,,,,,
43647,BEIDOU 3M15,2018-078A,10/15/2018,773.2,,,Beidou Navigation System,,,,,
43603,BEIDOU 3M12,2018-067B,08/24/2018,773.2,,,Beidou Navigation System,,,,,
43602,BEIDOU 3M11,2018-067A,08/24/2018,773.2,,,Beidou Navigation System,,,,,
43582,BEIDOU 3M10,2018-062B,07/29/2018,773.2,,,Beidou Navigation System,,,,,
43581,BEIDOU 3M9,2018-062A,07/29/2018,773.2,,,Beidou Navigation System,,,,,
43539,BEIDOU IGSO-7,2018-057A,07/09/2018,1435.9,,,Beidou Navigation System,,,,,
43246,BEIDOU 3M8,2018-029B,03/29/2018,773.2,,,Beidou Navigation System,,,,,
43245,BEIDOU 3M7,2018-029A,03/29/2018,773.2,,,Beidou Navigation System,,,,,
43208,BEIDOU 3M6,2018-018B,02/12/2018,773.2,,,Beidou Navigation System,,,,,
43207,BEIDOU 3M5,2018-018A,02/12/2018,773.2,,,Beidou Navigation System,,,,,
43108,BEIDOU 3M4,2018-003B,01/11/2018,773.2,,,Beidou Navigation System,,,,,
43107,BEIDOU 3M3,2018-003A,01/11/2018,773.2,,,Beidou Navigation System,,,,,
43002,BEIDOU-3 M2,2017-069B,11/05/2017,773.2,,,Beidou Navigation System,,,,,
43001,BEIDOU-3 M1,2017-069A,11/05/2017,773.2,,,Beidou Navigation System,,,,,
41434,BEIDOU IGSO 6,2016-021A,03/29/2016,1435.9,,,Beidou Navigation System,,,,,
41315,BEIDOU M3-S,2016-006A,02/01/2016,773.2,,,Beidou Navigation System,,,,,
40938,BEIDOU I2-S,2015-053A,09/29/2015,1436.2,,,Beidou Navigation System,,,,,
40749,BEIDOU-3 M2,2015-037B,07/25/2015,773.2,,,Beidou Navigation System,,,,,
40748,BEIDOU-3 M1,2015-037A,07/25/2015,773.2,,,Beidou Navigation System,,,,,
40549,BEIDOU I1-S,2015-019A,03/30/2015,1435.8,,,Beidou Navigation System,,,,,
38953,BEIDOU G6,2012-059A,10/25/2012,1436.1,,,Beidou Navigation System,,,,,
38775,BEIDOU M6,2012-050B,09/18/2012,773.2,,,Beidou Navigation System,,,,,
38774,BEIDOU M5,2012-050A,09/18/2012,773.1,,,Beidou Navigation System,,,,,
38251,BEIDOU M4,2012-018B,04/29/2012,773.2,,,Beidou Navigation System,,,,,
38250,BEIDOU M3,2012-018A,04/29/2012,773.2,,,Beidou Navigation System,,,,,
38091,BEIDOU G5,2012-008A,02/24/2012,1436.1,,,Beidou Navigation System,,,,,
37948,BEIDOU IGSO 5,2011-073A,12/01/2011,1435.7,,,Beidou Navigation System,,,,,
37763,BEIDOU IGSO 4,2011-038A,07/26/2011,1435.9,,,Beidou Navigation System,,,,,
37384,BEIDOU IGSO 3,2011-013A,04/09/2011,1436.3,,,Beidou Navigation System,,,,,
37256,BEIDOU IGSO 2,2010-068A,12/17/2010,1436,,,Beidou Navigation System,,,,,
37210,BEIDOU G4,2010-057A,10/31/2010,1436.1,,,Beidou Navigation System,,,,,
36828,BEIDOU IGSO 1,2010-036A,07/31/2010,1436.2,,,Beidou Navigation System,,,,,
36590,BEIDOU G3,2010-024A,06/02/2010,1436.1,,,Beidou Navigation System,,,,,
36287,BEIDOU G1,2010-001A,01/16/2010,1436.1,,,Beidou Navigation System,,,,,
34779,BEIDOU G2,2009-018A,04/14/2009,1434.7,,,Beidou Navigation System,,,,,
31115,BEIDOU M1,2007-011A,04/13/2007,812,,,Beidou Navigation System,,,,,
30323,BEIDOU 1D,2007-003A,02/02/2007,1452.3,,,Beidou Navigation System,,,,,
27813,BEIDOU 1C,2003-021A,05/24/2003,1443.2,,,Beidou Navigation System,,,,,
26643,BEIDOU 1B,2000-082A,12/20/2000,1450.8,,,Beidou Navigation System,,,,,
26599,BEIDOU 1,2000-069A,10/30/2000,1455.9,,,Beidou Navigation System,,,,,
42800,SL-4 R/B,2017-037C,06/23/2017,92.4,,,Brightest,0,,,,
42689,USA 276,2017-022A,05/01/2017,92.5,,,Brightest,0,,,,
42061,TK-1,2017-012A,03/02/2017,92.1,,,Brightest,0,,,,
41902,CZ-2D R/B,2016-081E,12/21/2016,92.4,,,Brightest,0,,,,
41868,SHENZHOU-11 MODULE,2016-061G,10/16/2016,91.4,,,Brightest,0,,,,
41765,TIANGONG-2,2016-057A,09/15/2016,92.3,,,Brightest,0,,,,
41470,PSLV R/B,2016-027B,04/28/2016,362.5,,,Brightest,0,,,,
39574,GPM,2014-009C,02/27/2014,92.6,,,Brightest,0,,,,
39227,KOMPSAT 5,2013-042A,08/22/2013,95.7,,,Brightest,0,,,,
39211,CZ-4C R/B,2013-037D,07/19/2013,95.7,,,Brightest,0,,,,
39200,PSLV R/B,2013-034B,07/01/2013,349.1,,,Brightest,0,,,,
38770,ATLAS CENTAUR R/B,2012-048N,09/13/2012,96.2,,,Brightest,3.5,,,,
33500,H-2A R/B,2009-002J,01/23/2009,96.8,,,Brightest,3.5,,,,
31797,SAR LUPE 2,2007-030A,07/02/2007,94.3,,,Brightest,0,,,,
29507,CZ-4 R/B,2006-046C,10/23/2006,96,,,Brightest,3.5,,,,
29093,CZ-4B R/B,2006-015B,04/26/2006,93.3,,,Brightest,4,,,,
28888,USA 186,2005-042A,10/19/2005,91.6,,,Brightest,0,,,,
28647,TITAN 4B R/B,2005-016B,04/30/2005,95.6,,,Brightest,3.5,,,,
28116,BREEZE-M DEB (TANK),2003-056E,12/10/2003,328.6,,,Brightest,4.5,,,,
27422,IDEFIX/ARIANE 42P,2002-021B,05/04/2002,100.8,,,Brightest,4.5,,,,
27422,IDEFIX/ARIANE 42P,2002-021B,05/04/2002,100.8,,,Brightest,4.5,,,,
27386,ENVISAT,2002-009A,03/01/2002,100.1,,,Brightest,4.5,,,,
26474,TITAN 4B R/B,2000-047B,08/17/2000,96.3,,,Brightest,3.5,,,,
25861,SL-16 R/B,1999-039B,07/17/1999,97.4,,,Brightest,3.5,,,,
25860,OKEAN O,1999-039A,07/17/1999,97.5,,,Brightest,4.5,,,,
25732,CZ-4B R/B,1999-025C,05/10/1999,101.6,,,Brightest,5,,,,
25723,SL-8 R/B,1999-022C,04/28/1999,92.2,,,Brightest,5,,,,
25544,SPACE STATION,1998-067A,11/20/1998,92.7,,,Brightest,-0.5,,,,
25544,SPACE STATION,1998-067A,11/20/1998,92.7,,,Brightest,-0.5,,,,
25544,SPACE STATION,1998-067A,11/20/1998,92.7,,,Brightest,-0.5,,,,
25544,SPACE STATION,1998-067A,11/20/1998,92.7,,,Brightest,-0.5,,,,
25544,SPACE STATION,1998-067A,11/20/1998,92.7,,,Brightest,-0.5,,,,
25544,SPACE STATION,1998-067A,11/20/1998,92.7,,,Brightest,-0.5,,,,
25407,SL-16 R/B,1998-045B,07/28/1998,101.7,,,Brightest,3.5,,,,
25400,SL-16 R/B,1998-043G,07/10/1998,101,,,Brightest,3.5,,,,
24883,ORBVIEW 2 (SEASTAR),1997-037A,08/01/1997,100.5,,,Brightest,6,,,,
24298,SL-16 R/B,1996-051B,09/04/1996,102,,,Brightest,3.5,,,,
23705,SL-16 R/B,1995-058B,10/31/1995,101.8,,,Brightest,3.5,,,,
23561,ARIANE 40+ R/B,1995-021B,04/21/1995,100.1,,,Brightest,4.5,,,,
23560,ERS 2,1995-021A,04/21/1995,94.6,,,Brightest,4.5,,,,
23405,SL-16 R/B,1994-077B,11/24/1994,101.8,,,Brightest,3.5,,,,
23343,SL-16 R/B,1994-074B,11/04/1994,97.5,,,Brightest,3.5,,,,
23088,SL-16 R/B,1994-023B,04/23/1994,101.8,,,Brightest,3.5,,,,
23087,COSMOS 2278,1994-023A,04/23/1994,101.9,,,Brightest,5,,,,
22830,ARIANE 40 R/B,1993-061H,09/26/1993,100.6,,,Brightest,5,,,,
22803,SL-16 R/B,1993-059B,09/16/1993,101.6,,,Brightest,3.5,,,,
22626,COSMOS 2242,1993-024A,04/16/1993,96.8,,,Brightest,5,,,,
22566,SL-16 R/B,1993-016B,03/26/1993,101.8,,,Brightest,3.5,,,,
22286,COSMOS 2228,1992-094A,12/25/1992,96.8,,,Brightest,5,,,,
22285,SL-16 R/B,1992-093B,12/25/1992,101.8,,,Brightest,3.5,,,,
22220,SL-16 R/B,1992-076B,11/17/1992,101.7,,,Brightest,3.5,,,,
21938,SL-8 R/B,1992-020B,04/15/1992,104.7,,,Brightest,5,,,,
21876,SL-8 R/B,1992-008B,02/17/1992,104.7,,,Brightest,5.5,,,,
21820,SL-14 R/B,1991-086B,12/18/1991,120.7,,,Brightest,5.5,,,,
21819,INTERCOSMOS 25,1991-086A,12/18/1991,119.5,,,Brightest,5.5,,,,
21610,ARIANE 40 R/B,1991-050F,07/17/1991,99.9,,,Brightest,4.5,,,,
21574,ERS 1,1991-050A,07/17/1991,100.2,,,Brightest,6,,,,
21423,SL-14 R/B,1991-042B,06/13/1991,97.3,,,Brightest,5.5,,,,
21422,COSMOS 2151,1991-042A,06/13/1991,96.5,,,Brightest,5,,,,
21397,OKEAN 3,1991-039A,06/04/1991,96.5,,,Brightest,5.5,,,,
21088,SL-8 R/B,1991-006B,01/29/1991,104.6,,,Brightest,5,,,,
20775,SL-8 R/B,1990-078B,08/28/1990,100.5,,,Brightest,5,,,,
20666,SL-6 R/B(2),1990-055D,06/21/1990,96.5,,,Brightest,5.5,,,,
20663,COSMOS 2084,1990-055A,06/21/1990,96.5,,,Brightest,5.5,,,,
20625,SL-16 R/B,1990-046B,05/22/1990,101.8,,,Brightest,3.5,,,,
20580,HST,1990-037B,04/24/1990,95.4,,,Brightest,3,,,,
20511,SL-14 R/B,1990-018B,02/28/1990,97.3,,,Brightest,5,,,,
20466,SL-14 R/B,1990-010B,01/30/1990,97.2,,,Brightest,5,,,,
20465,COSMOS 2058,1990-010A,01/30/1990,96.1,,,Brightest,5,,,,
20453,DELTA 2 R/B(1),1990-008B,01/24/1990,97,,,Brightest,5.5,,,,
20323,DELTA 1 R/B,1989-089B,11/18/1989,99.4,,,Brightest,5.5,,,,
20262,SL-14 R/B,1989-080C,09/28/1989,115.3,,,Brightest,6.5,,,,
20261,INTERCOSMOS 24,1989-080A,09/28/1989,114.6,,,Brightest,6,,,,
19650,SL-16 R/B,1988-102B,11/23/1988,101.7,,,Brightest,3.5,,,,
19574,SL-14 R/B,1988-093B,10/11/1988,97.1,,,Brightest,5,,,,
19573,COSMOS 1975,1988-093A,10/11/1988,95.7,,,Brightest,5,,,,
19257,SL-8 R/B,1988-053B,06/21/1988,100.2,,,Brightest,5.5,,,,
19210,COSMOS 1953,1988-050A,06/14/1988,95.6,,,Brightest,4.5,,,,
19120,SL-16 R/B,1988-039B,05/15/1988,101.5,,,Brightest,3.5,,,,
19046,SL-3 R/B,1988-032B,04/20/1988,95.8,,,Brightest,5,,,,
18958,COSMOS 1933,1988-020A,03/15/1988,95.8,,,Brightest,5.5,,,,
18749,SL-14 R/B,1988-001B,01/06/1988,97.1,,,Brightest,5.5,,,,
18187,COSMOS 1867,1987-060A,07/10/1987,100.6,,,Brightest,5,,,,
18153,SL-14 R/B,1987-055B,07/01/1987,97.1,,,Brightest,5.5,,,,
17973,COSMOS 1844,1987-041A,05/13/1987,101.8,,,Brightest,5,,,,
17912,SL-14 R/B,1987-038B,04/27/1987,97.1,,,Brightest,5.5,,,,
17590,SL-16 R/B,1987-027B,03/18/1987,101.6,,,Brightest,4,,,,
17589,COSMOS 1833,1987-027A,03/18/1987,101.9,,,Brightest,5.5,,,,
17567,SL-14 R/B,1987-024B,03/03/1987,97.1,,,Brightest,5.5,,,,
17295,COSMOS 1812,1987-003A,01/14/1987,95,,,Brightest,5,,,,
16882,SL-14 R/B,1986-055B,07/28/1986,97.1,,,Brightest,5.5,,,,
16792,SL-14 R/B,1986-046B,06/12/1986,97.1,,,Brightest,5.5,,,,
16496,SL-14 R/B,1986-006B,01/17/1986,97,,,Brightest,5.5,,,,
16182,SL-16 R/B,1985-097B,10/22/1985,101.7,,,Brightest,4,,,,
16111,SL-3 R/B,1985-090B,10/03/1985,92.4,,,Brightest,5,,,,
15945,SL-14 R/B,1985-069B,08/08/1985,97,,,Brightest,5.5,,,,
15772,SL-12 R/B(2),1985-042D,05/30/1985,101.3,,,Brightest,5,,,,
15483,SL-8 R/B,1985-006B,01/17/1985,100.3,,,Brightest,5.5,,,,
15354,ERBS,1984-108B,10/05/1984,93.1,,,Brightest,5,,,,
14820,SL-14 R/B,1984-027B,03/15/1984,97.1,,,Brightest,5.5,,,,
14819,COSMOS 1544,1984-027A,03/15/1984,94.3,,,Brightest,5.5,,,,
14699,COSMOS 1536,1984-013A,02/08/1984,95.7,,,Brightest,5,,,,
14372,COSMOS 1500,1983-099A,09/28/1983,94.8,,,Brightest,5.5,,,,
14208,SL-3 R/B,1983-075B,07/24/1983,95.3,,,Brightest,5,,,,
13819,SL-3 R/B,1983-010B,02/16/1983,95,,,Brightest,5.5,,,,
13403,SL-3 R/B,1982-079B,08/05/1982,95.6,,,Brightest,5,,,,
13154,SL-3 R/B,1982-039B,05/05/1982,96.1,,,Brightest,5.5,,,,
13068,SL-3 R/B,1982-013B,02/19/1982,95.5,,,Brightest,5,,,,
12904,SL-3 R/B,1981-103B,10/13/1981,95.6,,,Brightest,5,,,,
12585,METEOR PRIRODA,1981-065A,07/10/1981,94.7,,,Brightest,6,,,,
12465,SL-3 R/B,1981-046B,05/19/1981,95.1,,,Brightest,5,,,,
12139,SL-8 R/B,1981-003B,01/16/1981,98.9,,,Brightest,5,,,,
11672,SL-14 R/B,1980-005B,01/23/1980,96.8,,,Brightest,5,,,,
11574,SL-8 R/B,1979-089B,10/11/1979,100,,,Brightest,5,,,,
11267,SL-14 R/B,1979-011B,02/12/1979,96.7,,,Brightest,5.5,,,,
10967,SEASAT 1,1978-064A,06/27/1978,99.7,,,Brightest,4,,,,
10114,SL-3 R/B,1977-057B,06/29/1977,94.9,,,Brightest,5.5,,,,
8459,SL-8 R/B,1975-112B,11/28/1975,100.2,,,Brightest,6,,,,
7004,SL-8 R/B,1973-107B,12/26/1973,92.8,,,Brightest,5,,,,
6155,ATLAS CENTAUR R/B,1972-065B,08/21/1972,97.9,,,Brightest,5,,,,
6153,OAO 3 (COPERNICUS),1972-065A,08/21/1972,98.8,,,Brightest,6,,,,
6073,COSMOS 482 DESCENT CRAFT,1972-023E,03/31/1972,111.9,,,Brightest,6.5,,,,
5730,SL-8 R/B,1971-119B,12/27/1971,102.6,,,Brightest,5,,,,
5560,ASTEX 1,1971-089A,10/17/1971,99.4,,,Brightest,5,,,,
5118,SL-3 R/B,1971-028B,04/07/1971,95.1,,,Brightest,5,,,,
4814,SL-3 R/B,1970-113B,12/18/1970,93.9,,,Brightest,5,,,,
4327,SERT 2,1970-009A,02/04/1970,106,,,Brightest,6.5,,,,
3669,ISIS 1,1969-009A,01/30/1969,127.5,,,Brightest,9,,,,
3597,OAO 2,1968-110A,12/07/1968,99.6,,,Brightest,6.5,,,,
3230,SL-8 R/B,1968-040B,05/07/1968,96.6,,,Brightest,6,,,,
2802,SL-8 R/B,1967-045B,05/15/1967,99.7,,,Brightest,5.5,,,,
877,SL-3 R/B,1964-053B,08/28/1964,98.7,,,Brightest,5,,,,
733,THOR AGENA D R/B,1964-002A,01/19/1964,100.5,,,Brightest,5,,,,
694,ATLAS CENTAUR 2 R/B,1963-047A,11/27/1963,102.7,,,Brightest,3.5,,,,
26034,CELESTIS 04/TAURUS R/B,1999-070C,12/21/1999,95.5,,,Celestis,,,,,
25160,CELESTIS 03/TAURUS R/B,1998-007D,02/10/1998,101.3,,,Celestis,,,,,
41789,ALSAT 1N,2016-059G,09/26/2016,98.3,,,CubeSats,,,,,
41788,CANX-7,2016-059F,09/26/2016,97.9,,,CubeSats,,,,,
41783,PRATHAM,2016-059A,09/26/2016,98.4,,,CubeSats,,,,,
41607,SWAYAM,2016-040J,06/22/2016,94.6,,,CubeSats,,,,,
41466,SAMSAT 218D,2016-026C,04/28/2016,93.5,,,CubeSats,,,,,
41463,DIWATA-1,1998-067HT,11/20/1998,91.4,,,CubeSats,,,,,
41460,AAUSAT-4,2016-025E,04/25/2016,95.6,,,CubeSats,,,,,
41459,E-ST@R-II,2016-025D,04/25/2016,95.7,,,CubeSats,,,,,
41458,OUFTI-1,2016-025C,04/25/2016,95.7,,,CubeSats,,,,,
40977,SINOD-D 3,2015-058P,10/08/2015,-,,,CubeSats,,,,,
40976,PROPCUBE 1,2015-058N,10/08/2015,-,,,CubeSats,,,,,
40975,SNAP-3 JIMI,2015-058M,10/08/2015,-,,,CubeSats,,,,,
40974,SINOD-D 1,2015-058L,10/08/2015,-,,,CubeSats,,,,,
40973,PROPCUBE 3,2015-058K,10/08/2015,-,,,CubeSats,,,,,
40972,SNAP-3 EDDIE,2015-058J,10/08/2015,-,,,CubeSats,,,,,
40971,LMRST-SAT,2015-058H,10/08/2015,-,,,CubeSats,,,,,
40970,SNAP-3 ALICE,2015-058G,10/08/2015,-,,,CubeSats,,,,,
40969,ARC-1,2015-058F,10/08/2015,-,,,CubeSats,,,,,
40967,FOX-1A (AO-85),2015-058D,10/08/2015,97.6,,,CubeSats,,,,,
40966,AEROCUBE 7,2015-058C,10/08/2015,-,,,CubeSats,,,,,
40965,AEROCUBE 5C,2015-058B,10/08/2015,-,,,CubeSats,,,,,
40908,LILACSAT 2,2015-049K,09/19/2015,95.1,,,CubeSats,,,,,
40899,OBJECT A,2015-049A,09/19/2015,95,,,CubeSats,,,,,
40660,AEROCUBE 8B,2015-025K,05/20/2015,-,,,CubeSats,,,,,
40659,AEROCUBE 8A,2015-025J,05/20/2015,-,,,CubeSats,,,,,
40658,OPTICUBE 03,2015-025H,05/20/2015,-,,,CubeSats,,,,,
40657,GEARRS-2,2015-025G,05/20/2015,-,,,CubeSats,,,,,
40656,OPTICUBE 02,2015-025F,05/20/2015,-,,,CubeSats,,,,,
40655,BRICSAT-P (NO-83),2015-025E,05/20/2015,92,,,CubeSats,,,,,
40654,PARKINSONSAT (PSAT... NO-84),2015-025D,05/20/2015,93.3,,,CubeSats,,,,,
40653,OPTICUBE 01,2015-025C,05/20/2015,-,,,CubeSats,,,,,
40652,USS LANGLEY,2015-025B,05/20/2015,90.4,,,CubeSats,,,,,
40380,EXOCUBE,2015-003E,01/31/2015,95.2,,,CubeSats,,,,,
40379,GRIFEX,2015-003D,01/31/2015,95.1,,,CubeSats,,,,,
40378,FIREBIRD 4,2015-003C,01/31/2015,94.9,,,CubeSats,,,,,
40377,FIREBIRD 3,2015-003B,01/31/2015,94.9,,,CubeSats,,,,,
40076,TDS 1,2014-037H,07/08/2014,97.2,,,CubeSats,,,,,
40075,AISSAT 2,2014-037G,07/08/2014,97.1,,,CubeSats,,,,,
40074,UKUBE 1,2014-037F,07/08/2014,97,,,CubeSats,,,,,
40074,UKUBE 1,2014-037F,07/08/2014,97,,,CubeSats,,,,,
40074,UKUBE 1,2014-037F,07/08/2014,97,,,CubeSats,,,,,
40073,DUMMY SAT,2014-037E,07/08/2014,97.3,,,CubeSats,,,,,
40056,NLS 7.2/CANX 5,2014-034D,06/30/2014,97.6,,,CubeSats,,,,,
40055,NLS 7.1/CANX 4,2014-034C,06/30/2014,97.6,,,CubeSats,,,,,
40054,AISAT,2014-034B,06/30/2014,97.5,,,CubeSats,,,,,
40046,AEROCUBE 6B,2014-033AN,06/19/2014,97.6,,,CubeSats,,,,,
40045,AEROCUBE 6A,2014-033AM,06/19/2014,97.6,,,CubeSats,,,,,
40044,LEMUR 1,2014-033AL,06/19/2014,97.7,,,CubeSats,,,,,
40043,TIGRISAT,2014-033AK,06/19/2014,97.7,,,CubeSats,,,,,
40042,POLYITAN 1,2014-033AJ,06/19/2014,96.7,,,CubeSats,,,,,
40041,FLOCK 1C 3,2014-033AH,06/19/2014,96.7,,,CubeSats,,,,,
40040,FLOCK 1C 8,2014-033AG,06/19/2014,96.5,,,CubeSats,,,,,
40039,PERSEUS M1,2014-033AF,06/19/2014,96.9,,,CubeSats,,,,,
40038,FLOCK 1C 5,2014-033AE,06/19/2014,96.7,,,CubeSats,,,,,
